0.000000 	 75.000000
118.576804 	 103.633633
118.700821 	 103.664876
172.568012 	 120.156018
173.097127 	 120.282884
200.000000 	 125.000000
0.000000 	 75.000000
61.326146 	 89.688610
61.390117 	 89.704415
95.509087 	 104.144416
96.844094 	 104.554481
200.000000 	 125.000000
0.000000 	 75.000000
84.313645 	 100.777373
84.714173 	 100.880274
200.000000 	 125.000000
0.000000 	 75.000000
130.653822 	 103.270473
131.148698 	 103.401345
145.938902 	 109.562358
146.604415 	 109.794830
200.000000 	 125.000000
0.000000 	 75.000000
33.950704 	 85.030980
34.224209 	 85.104245
81.659143 	 97.669389
81.810185 	 97.706823
145.329708 	 118.304799
146.508514 	 118.564269
200.000000 	 125.000000
0.000000 	 75.000000
143.090074 	 112.018399
143.257784 	 112.059208
148.460080 	 110.834373
151.488824 	 110.912226
200.000000 	 125.000000
0.000000 	 75.000000
60.705062 	 85.587010
61.208797 	 85.701928
167.922436 	 114.094145
168.286668 	 114.204454
200.000000 	 125.000000
0.000000 	 75.000000
-0.397859 	 76.663413
4.779732 	 78.046043
134.859229 	 110.312158
134.960932 	 110.336233
182.417326 	 120.374042
183.124494 	 120.436862
200.000000 	 125.000000
0.000000 	 75.000000
44.770351 	 86.466117
44.813086 	 86.476894
84.511835 	 100.280373
85.290807 	 100.498086
123.280240 	 108.586908
123.286400 	 108.588223
145.956746 	 109.711100
147.228945 	 109.921506
200.000000 	 125.000000
