198.086303 	 129.607937 	 5.376622
197.534147 	 128.164749 	 5.376622
196.981992 	 127.298560 	 5.376622
196.429837 	 126.661699 	 5.376622
195.877682 	 126.165440 	 5.376622
195.325527 	 125.770716 	 5.376622
194.773372 	 125.456362 	 5.376622
194.221217 	 125.209603 	 5.376622
193.669062 	 125.022263 	 5.376622
193.116907 	 124.889006 	 5.376622
30.683790 	 165.216225 	 4.649581
30.468417 	 165.153254 	 4.649581
30.253043 	 165.099418 	 4.649581
30.037669 	 165.054453 	 4.649581
29.822296 	 165.018143 	 4.649581
29.606922 	 164.990322 	 4.649581
29.391548 	 164.970863 	 4.649581
29.176175 	 164.959680 	 4.649581
28.960801 	 164.956723 	 4.649581
28.745427 	 164.961981 	 4.649581
21.019696 	 168.511064 	 3.138514
20.554530 	 168.673340 	 3.138514
20.089364 	 168.776626 	 3.138514
19.624198 	 168.825348 	 3.138514
19.159032 	 168.821437 	 3.138514
18.693866 	 168.764741 	 3.138514
18.228700 	 168.652994 	 3.138514
17.763533 	 168.481331 	 3.138514
17.298367 	 168.241067 	 3.138514
16.833201 	 167.916910 	 3.138514
159.374683 	 135.303572 	 5.452883
159.102771 	 135.315066 	 5.452883
158.830859 	 135.315088 	 5.452883
158.558947 	 135.303640 	 5.452883
158.287035 	 135.280660 	 5.452883
158.015123 	 135.246023 	 5.452883
157.743210 	 135.199539 	 5.452883
157.471298 	 135.140944 	 5.452883
157.199386 	 135.069895 	 5.452883
156.927474 	 134.985959 	 5.452883
120.263733 	 147.020072 	 3.786635
120.138607 	 147.010437 	 3.786635
120.013481 	 146.997491 	 3.786635
119.888355 	 146.981206 	 3.786635
119.763229 	 146.961548 	 3.786635
119.638103 	 146.938475 	 3.786635
119.512977 	 146.911935 	 3.786635
119.387851 	 146.881870 	 3.786635
119.262725 	 146.848210 	 3.786635
119.137599 	 146.810876 	 3.786635
51.926722 	 164.421172 	 3.256547
51.826581 	 164.406432 	 3.256547
51.726439 	 164.389246 	 3.256547
51.626298 	 164.369582 	 3.256547
51.526157 	 164.347407 	 3.256547
51.426016 	 164.322679 	 3.256547
51.325875 	 164.295351 	 3.256547
51.225734 	 164.265373 	 3.256547
51.125593 	 164.232683 	 3.256547
51.025451 	 164.197216 	 3.256547
155.534231 	 140.067456 	 4.033387
155.442069 	 140.056095 	 4.033387
155.349906 	 140.043002 	 4.033387
155.257744 	 140.028162 	 4.033387
155.165582 	 140.011561 	 4.033387
155.073420 	 139.993180 	 4.033387
154.981257 	 139.973000 	 4.033387
154.889095 	 139.950997 	 4.033387
154.796933 	 139.927148 	 4.033387
154.704771 	 139.901425 	 4.033387
91.454193 	 159.254346 	 4.273047
91.373590 	 159.242458 	 4.273047
91.292987 	 159.229293 	 4.273047
91.212384 	 159.214841 	 4.273047
91.131782 	 159.199091 	 4.273047
91.051179 	 159.182032 	 4.273047
90.970576 	 159.163650 	 4.273047
90.889973 	 159.143932 	 4.273047
90.809370 	 159.122861 	 4.273047
90.728768 	 159.100421 	 4.273047
81.573180 	 167.608486 	 5.307343
81.157446 	 167.748120 	 5.307343
80.741713 	 167.856579 	 5.307343
80.325979 	 167.935490 	 5.307343
79.910245 	 167.985966 	 5.307343
79.494512 	 168.008691 	 5.307343
79.078778 	 168.003965 	 5.307343
78.663045 	 167.971726 	 5.307343
78.247311 	 167.911545 	 5.307343
77.831578 	 167.822597 	 5.307343
33.720774 	 178.696873 	 5.306563
33.506039 	 178.702416 	 5.306563
33.291304 	 178.700644 	 5.306563
33.076569 	 178.691551 	 5.306563
32.861834 	 178.675105 	 5.306563
32.647099 	 178.651249 	 5.306563
32.432363 	 178.619897 	 5.306563
32.217628 	 178.580936 	 5.306563
32.002893 	 178.534219 	 5.306563
31.788158 	 178.479570 	 5.306563
104.308769 	 151.680317 	 4.810404
104.205333 	 151.662925 	 4.810404
104.101896 	 151.643603 	 4.810404
103.998459 	 151.622332 	 4.810404
103.895022 	 151.599090 	 4.810404
103.791586 	 151.573854 	 4.810404
103.688149 	 151.546594 	 4.810404
103.584712 	 151.517283 	 4.810404
103.481275 	 151.485888 	 4.810404
103.377839 	 151.452372 	 4.810404
52.929255 	 164.118127 	 3.562382
52.782559 	 164.105869 	 3.562382
52.635863 	 164.088822 	 3.562382
52.489168 	 164.066932 	 3.562382
52.342472 	 164.040128 	 3.562382
52.195776 	 164.008321 	 3.562382
52.049080 	 163.971402 	 3.562382
51.902385 	 163.929242 	 3.562382
51.755689 	 163.881686 	 3.562382
51.608993 	 163.828556 	 3.562382
22.675435 	 170.699045 	 4.601316
22.200248 	 170.750893 	 4.601316
21.725061 	 170.762088 	 4.601316
21.249874 	 170.732877 	 4.601316
20.774687 	 170.662615 	 4.601316
20.299500 	 170.549696 	 4.601316
19.824313 	 170.391358 	 4.601316
19.349126 	 170.183307 	 4.601316
18.873939 	 169.919025 	 4.601316
18.398752 	 169.588451 	 4.601316
182.681995 	 131.132714 	 4.530458
182.347028 	 131.209927 	 4.530458
182.012062 	 131.265622 	 4.530458
181.677095 	 131.300453 	 4.530458
181.342129 	 131.314812 	 4.530458
181.007162 	 131.308859 	 4.530458
180.672195 	 131.282529 	 4.530458
180.337229 	 131.235526 	 4.530458
180.002262 	 131.167309 	 4.530458
179.667296 	 131.077057 	 4.530458
143.271208 	 141.365218 	 4.134558
143.099565 	 141.278383 	 4.134558
142.927923 	 141.199408 	 4.134558
142.756281 	 141.127905 	 4.134558
142.584638 	 141.063541 	 4.134558
142.412996 	 141.006034 	 4.134558
142.241354 	 140.955147 	 4.134558
142.069712 	 140.910676 	 4.134558
141.898069 	 140.872451 	 4.134558
141.726427 	 140.840331 	 4.134558
123.643715 	 145.897703 	 4.234781
123.390809 	 145.721636 	 4.234781
123.137903 	 145.566449 	 4.234781
122.884998 	 145.430061 	 4.234781
122.632092 	 145.310868 	 4.234781
122.379187 	 145.207613 	 4.234781
122.126281 	 145.119306 	 4.234781
