0.000000 	 0.000000
127.147068 	 12.801860
127.586200 	 12.860710
181.881719 	 18.993916
183.489115 	 19.296525
200.000000 	 25.000000
0.000000 	 0.000000
200.000000 	 25.000000
0.000000 	 0.000000
200.000000 	 25.000000
0.000000 	 0.000000
200.000000 	 25.000000
0.000000 	 0.000000
72.352916 	 6.826636
72.566279 	 6.851880
88.885334 	 5.814421
90.069636 	 5.878867
114.425243 	 4.561263
116.119942 	 4.716941
127.362795 	 9.943473
128.553786 	 10.336557
164.245297 	 13.781542
165.546874 	 14.048096
182.851726 	 15.413662
185.197702 	 16.161323
184.743827 	 16.135167
188.045366 	 20.767375
200.000000 	 25.000000
0.000000 	 0.000000
60.084217 	 7.450743
60.091161 	 7.451609
126.615159 	 11.706870
127.337617 	 11.795319
149.151225 	 15.209081
149.352311 	 15.244171
170.862128 	 23.681398
173.168565 	 24.155279
200.000000 	 25.000000
0.000000 	 0.000000
36.624485 	 3.111117
36.909803 	 3.142336
89.057273 	 5.156185
90.003345 	 5.258846
200.000000 	 25.000000
0.000000 	 0.000000
20.525204 	 2.182945
20.661413 	 2.198845
78.499870 	 6.631306
78.814823 	 6.667148
187.814450 	 19.961947
189.199146 	 20.336934
200.000000 	 25.000000
0.000000 	 0.000000
61.078006 	 5.088312
61.323333 	 5.116094
78.898340 	 2.750839
81.049448 	 2.805369
117.348056 	 7.559646
117.857694 	 7.646718
177.331695 	 14.519559
178.699086 	 14.910832
200.000000 	 25.000000
